,visitNumber,visitId,visitStartTime,date,totals,trafficSource,device,geoNetwork,customDimensions,site,fullVisitorId,time,socialEngagementType
205,1,1501594621,1501594621,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': 'baidu', 'medium': 'organic', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Chrome', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Android', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': True, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'mobile'}","{'continent': 'Asia', 'subContinent': 'Eastern Asia', 'country': 'Japan', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': 'unknown.unknown', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'APAC'}]",https://uol.com.br/mi/sit/amet.html?cras=nullam&mi=varius&pede=nulla&malesuada=facilisi&in=cras&imperdiet=non&et=velit,4.62E+17,0:00:08,Not Socially Engaged
206,3,1501632742,1501632742,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}, 'isTrueDirect': True}","{'browser': 'Chrome', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Macintosh', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': False, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'desktop'}","{'continent': 'Americas', 'subContinent': 'Northern America', 'country': 'United States', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': 'verizon.net', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'North America'}]",http://sourceforge.net/in/est/risus/auctor.png?risus=quam&dapibus=nec&augue=dui&vel=luctus&accumsan=rutrum&tellus=nulla&nisi=tellus&eu=in&orci=sagittis&mauris=dui&lacinia=vel&sapien=nisl&quis=duis&libero=ac&nullam=nibh&sit=fusce&amet=lacus&turpis=purus&elementum=aliquet&ligula=at&vehicula=feugiat&consequat=non&morbi=pretium&a=quis&ipsum=lectus&integer=suspendisse&a=potenti&nibh=in&in=eleifend&quis=quam&justo=a&maecenas=odio&rhoncus=in&aliquam=hac&lacus=habitasse&morbi=platea&quis=dictumst&tortor=maecenas&id=ut&nulla=massa&ultrices=quis&aliquet=augue&maecenas=luctus&leo=tincidunt&odio=nulla&condimentum=mollis&id=molestie&luctus=lorem&nec=quisque&molestie=ut&sed=erat&justo=curabitur&pellentesque=gravida&viverra=nisi&pede=at&ac=nibh&diam=in&cras=hac&pellentesque=habitasse&volutpat=platea&dui=dictumst&maecenas=aliquam&tristique=augue&est=quam&et=sollicitudin&tempus=vitae,6.85E+18,0:09:26,Not Socially Engaged
207,1,1501584511,1501584511,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Chrome', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Macintosh', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': False, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'desktop'}","{'continent': 'Europe', 'subContinent': 'Western Europe', 'country': 'Netherlands', 'region': 'North Holland', 'metro': '(not set)', 'city': 'Amsterdam', 'cityId': 'not available in demo dataset', 'networkDomain': '(not set)', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'EMEA'}]",http://baidu.com/faucibus/cursus/urna/ut/tellus/nulla.png?faucibus=dui&orci=proin&luctus=leo&et=odio&ultrices=porttitor&posuere=id&cubilia=consequat&curae=in&nulla=consequat&dapibus=ut&dolor=nulla&vel=sed&est=accumsan&donec=felis&odio=ut&justo=at&sollicitudin=dolor&ut=quis&suscipit=odio&a=consequat&feugiat=varius&et=integer&eros=ac&vestibulum=leo&ac=pellentesque&est=ultrices&lacinia=mattis&nisi=odio&venenatis=donec&tristique=vitae&fusce=nisi&congue=nam&diam=ultrices&id=libero&ornare=non&imperdiet=mattis&sapien=pulvinar&urna=nulla,5.42E+17,0:18:27,Not Socially Engaged
208,1,1501611742,1501611742,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Opera', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Linux', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': False, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'desktop'}","{'continent': 'Asia', 'subContinent': 'Southern Asia', 'country': 'India', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': '(not set)', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'APAC'}]",https://economist.com/molestie/hendrerit/at/vulputate/vitae/nisl.xml?aliquam=tempus&quis=vel&turpis=pede&eget=morbi&elit=porttitor&sodales=lorem&scelerisque=id&mauris=ligula,4.23E+18,0:17:47,Not Socially Engaged
209,1,1501573582,1501573582,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Chrome', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Windows', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': False, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'desktop'}","{'continent': 'Asia', 'subContinent': 'Eastern Asia', 'country': 'China', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': 'unknown.unknown', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}",[],http://myspace.com/fusce/consequat/nulla/nisl/nunc/nisl.html?ac=sit&nibh=amet&fusce=turpis&lacus=elementum&purus=ligula&aliquet=vehicula&at=consequat&feugiat=morbi&non=a&pretium=ipsum&quis=integer&lectus=a&suspendisse=nibh&potenti=in&in=quis&eleifend=justo&quam=maecenas&a=rhoncus&odio=aliquam&in=lacus&hac=morbi&habitasse=quis&platea=tortor&dictumst=id&maecenas=nulla&ut=ultrices&massa=aliquet&quis=maecenas&augue=leo&luctus=odio&tincidunt=condimentum&nulla=id&mollis=luctus&molestie=nec&lorem=molestie&quisque=sed&ut=justo&erat=pellentesque&curabitur=viverra&gravida=pede&nisi=ac&at=diam&nibh=cras&in=pellentesque&hac=volutpat&habitasse=dui&platea=maecenas&dictumst=tristique&aliquam=est&augue=et&quam=tempus&sollicitudin=semper&vitae=est&consectetuer=quam&eget=pharetra&rutrum=magna&at=ac&lorem=consequat&integer=metus&tincidunt=sapien&ante=ut&vel=nunc&ipsum=vestibulum&praesent=ante&blandit=ipsum&lacinia=primis&erat=in&vestibulum=faucibus&sed=orci&magna=luctus&at=et&nunc=ultrices&commodo=posuere&placerat=cubilia&praesent=curae&blandit=mauris&nam=viverra&nulla=diam&integer=vitae&pede=quam&justo=suspendisse&lacinia=potenti&eget=nullam&tincidunt=porttitor&eget=lacus&tempus=at&vel=turpis&pede=donec&morbi=posuere&porttitor=metus&lorem=vitae&id=ipsum&ligula=aliquam&suspendisse=non&ornare=mauris&consequat=morbi&lectus=non&in=lectus,7.19E+18,0:20:40,Not Socially Engaged
210,1,1501626001,1501626001,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Safari', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'iOS', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': True, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'mobile'}","{'continent': 'Europe', 'subContinent': 'Northern Europe', 'country': 'United Kingdom', 'region': 'England', 'metro': 'London', 'city': 'London', 'cityId': 'not available in demo dataset', 'networkDomain': 'btcentralplus.com', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'EMEA'}]",https://amazon.co.jp/faucibus/orci/luctus/et/ultrices/posuere/cubilia.js?sem=in&praesent=quis&id=justo&massa=maecenas&id=rhoncus&nisl=aliquam&venenatis=lacus&lacinia=morbi&aenean=quis&sit=tortor&amet=id&justo=nulla&morbi=ultrices&ut=aliquet&odio=maecenas&cras=leo&mi=odio&pede=condimentum&malesuada=id&in=luctus&imperdiet=nec&et=molestie&commodo=sed&vulputate=justo&justo=pellentesque&in=viverra&blandit=pede&ultrices=ac&enim=diam&lorem=cras&ipsum=pellentesque&dolor=volutpat&sit=dui&amet=maecenas&consectetuer=tristique&adipiscing=est&elit=et&proin=tempus&interdum=semper&mauris=est&non=quam&ligula=pharetra&pellentesque=magna&ultrices=ac&phasellus=consequat&id=metus&sapien=sapien&in=ut&sapien=nunc&iaculis=vestibulum&congue=ante&vivamus=ipsum&metus=primis&arcu=in&adipiscing=faucibus&molestie=orci&hendrerit=luctus&at=et&vulputate=ultrices&vitae=posuere&nisl=cubilia&aenean=curae&lectus=mauris&pellentesque=viverra&eget=diam&nunc=vitae&donec=quam&quis=suspendisse&orci=potenti&eget=nullam&orci=porttitor&vehicula=lacus&condimentum=at&curabitur=turpis&in=donec&libero=posuere&ut=metus&massa=vitae&volutpat=ipsum&convallis=aliquam&morbi=non&odio=mauris&odio=morbi&elementum=non&eu=lectus&interdum=aliquam&eu=sit&tincidunt=amet&in=diam&leo=in&maecenas=magna&pulvinar=bibendum&lobortis=imperdiet&est=nullam&phasellus=orci&sit=pede&amet=venenatis&erat=non&nulla=sodales,3.38E+18,0:00:29,Not Socially Engaged
211,1,1501591715,1501591715,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Chrome', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Android', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': True, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'mobile'}","{'continent': 'Europe', 'subContinent': 'Southern Europe', 'country': 'Italy', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': 'unknown.unknown', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'EMEA'}]",https://mail.ru/nulla/ac/enim/in/tempor.xml?nulla=sapien&eget=cursus&eros=vestibulum&elementum=proin&pellentesque=eu&quisque=mi&porta=nulla&volutpat=ac&erat=enim&quisque=in&erat=tempor&eros=turpis&viverra=nec&eget=euismod&congue=scelerisque&eget=quam&semper=turpis&rutrum=adipiscing&nulla=lorem&nunc=vitae&purus=mattis&phasellus=nibh&in=ligula&felis=nec&donec=sem&semper=duis&sapien=aliquam&a=convallis&libero=nunc&nam=proin&dui=at,5.41E+18,0:09:39,Not Socially Engaged
212,1,1501574196,1501574196,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Chrome', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Windows', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': False, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'desktop'}","{'continent': 'Europe', 'subContinent': 'Eastern Europe', 'country': 'Romania', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': 'rdsnet.ro', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}",[],http://topsy.com/molestie/nibh/in/lectus/pellentesque.png?pede=sapien&posuere=non&nonummy=mi&integer=integer&non=ac&velit=neque&donec=duis&diam=bibendum&neque=morbi&vestibulum=non&eget=quam&vulputate=nec&ut=dui&ultrices=luctus&vel=rutrum&augue=nulla&vestibulum=tellus&ante=in&ipsum=sagittis&primis=dui&in=vel&faucibus=nisl&orci=duis&luctus=ac&et=nibh&ultrices=fusce&posuere=lacus&cubilia=purus&curae=aliquet&donec=at&pharetra=feugiat&magna=non&vestibulum=pretium&aliquet=quis&ultrices=lectus,5.70E+18,0:05:23,Not Socially Engaged
213,1,1501625928,1501625928,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Chrome', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Linux', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': False, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'desktop'}","{'continent': 'Americas', 'subContinent': 'Northern America', 'country': 'United States', 'region': 'California', 'metro': 'San Francisco-Oakland-San Jose CA', 'city': 'Mountain View', 'cityId': 'not available in demo dataset', 'networkDomain': '(not set)', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'North America'}]",https://biglobe.ne.jp/interdum/mauris/non/ligula/pellentesque/ultrices/phasellus.png?pellentesque=ultrices&ultrices=libero&phasellus=non&id=mattis&sapien=pulvinar&in=nulla&sapien=pede&iaculis=ullamcorper&congue=augue&vivamus=a&metus=suscipit&arcu=nulla&adipiscing=elit&molestie=ac&hendrerit=nulla&at=sed&vulputate=vel,4.49E+18,0:16:58,Not Socially Engaged
214,1,1501607412,1501607412,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Chrome', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Android', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': True, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'mobile'}","{'continent': 'Europe', 'subContinent': 'Southern Europe', 'country': 'Portugal', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': 'telepac.pt', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}",[],http://wix.com/morbi/sem/mauris/laoreet/ut.aspx?turpis=in&a=hac&pede=habitasse&posuere=platea&nonummy=dictumst&integer=maecenas&non=ut&velit=massa&donec=quis&diam=augue&neque=luctus&vestibulum=tincidunt&eget=nulla&vulputate=mollis&ut=molestie&ultrices=lorem&vel=quisque&augue=ut&vestibulum=erat&ante=curabitur&ipsum=gravida&primis=nisi&in=at&faucibus=nibh&orci=in&luctus=hac&et=habitasse&ultrices=platea&posuere=dictumst&cubilia=aliquam&curae=augue&donec=quam&pharetra=sollicitudin&magna=vitae&vestibulum=consectetuer&aliquet=eget&ultrices=rutrum&erat=at&tortor=lorem&sollicitudin=integer&mi=tincidunt&sit=ante,9.77E+18,0:10:55,Not Socially Engaged
215,1,1501615079,1501615079,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Chrome', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Windows', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': False, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'desktop'}","{'continent': 'Americas', 'subContinent': 'South America', 'country': 'Argentina', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': 'bvconline.com.ar', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'South America'}]",http://symantec.com/natoque/penatibus/et/magnis.html?mauris=lobortis&eget=ligula&massa=sit&tempor=amet&convallis=eleifend&nulla=pede&neque=libero&libero=quis&convallis=orci&eget=nullam&eleifend=molestie&luctus=nibh&ultricies=in&eu=lectus&nibh=pellentesque&quisque=at&id=nulla&justo=suspendisse&sit=potenti&amet=cras,7.31E+18,0:02:18,Not Socially Engaged
216,1,1501581534,1501581534,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Chrome', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Windows', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': False, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'desktop'}","{'continent': 'Europe', 'subContinent': 'Southern Europe', 'country': 'Spain', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': 'rima-tde.net', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'EMEA'}]",http://usnews.com/vestibulum/aliquet/ultrices/erat.js?eros=ipsum&elementum=primis&pellentesque=in&quisque=faucibus&porta=orci&volutpat=luctus&erat=et&quisque=ultrices&erat=posuere&eros=cubilia&viverra=curae&eget=donec&congue=pharetra&eget=magna&semper=vestibulum&rutrum=aliquet&nulla=ultrices&nunc=erat&purus=tortor&phasellus=sollicitudin&in=mi&felis=sit&donec=amet&semper=lobortis&sapien=sapien&a=sapien&libero=non&nam=mi&dui=integer&proin=ac&leo=neque&odio=duis&porttitor=bibendum&id=morbi&consequat=non&in=quam&consequat=nec&ut=dui&nulla=luctus&sed=rutrum&accumsan=nulla&felis=tellus&ut=in&at=sagittis&dolor=dui&quis=vel&odio=nisl&consequat=duis&varius=ac&integer=nibh&ac=fusce&leo=lacus&pellentesque=purus&ultrices=aliquet&mattis=at&odio=feugiat&donec=non&vitae=pretium&nisi=quis&nam=lectus&ultrices=suspendisse&libero=potenti&non=in&mattis=eleifend&pulvinar=quam&nulla=a&pede=odio&ullamcorper=in&augue=hac&a=habitasse&suscipit=platea&nulla=dictumst&elit=maecenas&ac=ut&nulla=massa&sed=quis&vel=augue&enim=luctus&sit=tincidunt&amet=nulla&nunc=mollis&viverra=molestie&dapibus=lorem&nulla=quisque&suscipit=ut&ligula=erat&in=curabitur&lacus=gravida&curabitur=nisi&at=at&ipsum=nibh&ac=in&tellus=hac,8.12E+18,0:02:24,Not Socially Engaged
217,1,1501578605,1501578605,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Firefox', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Android', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': True, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'mobile'}","{'continent': 'Europe', 'subContinent': 'Western Europe', 'country': 'Germany', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': 'telefonica.de', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'EMEA'}]",http://altervista.org/diam.png?morbi=neque&a=duis&ipsum=bibendum&integer=morbi&a=non&nibh=quam&in=nec&quis=dui&justo=luctus&maecenas=rutrum&rhoncus=nulla&aliquam=tellus&lacus=in&morbi=sagittis&quis=dui&tortor=vel&id=nisl&nulla=duis&ultrices=ac&aliquet=nibh&maecenas=fusce&leo=lacus&odio=purus&condimentum=aliquet&id=at&luctus=feugiat&nec=non&molestie=pretium&sed=quis&justo=lectus&pellentesque=suspendisse&viverra=potenti&pede=in&ac=eleifend&diam=quam&cras=a&pellentesque=odio&volutpat=in&dui=hac&maecenas=habitasse&tristique=platea&est=dictumst&et=maecenas&tempus=ut&semper=massa&est=quis&quam=augue&pharetra=luctus&magna=tincidunt&ac=nulla&consequat=mollis&metus=molestie&sapien=lorem&ut=quisque&nunc=ut&vestibulum=erat&ante=curabitur&ipsum=gravida&primis=nisi&in=at&faucibus=nibh&orci=in&luctus=hac&et=habitasse&ultrices=platea&posuere=dictumst&cubilia=aliquam&curae=augue&mauris=quam&viverra=sollicitudin&diam=vitae&vitae=consectetuer,9.42E+17,0:08:21,Not Socially Engaged
